entry_type,category_id,script_id,sprite_name,icon_value,asset_file,source_family
decision,utopia_manifesto_league_category,decision_utopia_send_technical_mission,GFX_decision_utopia_technical_mission,GFX_decision_utopia_technical_mission,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_technical_mission.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_league_category,mission_utopia_technical_mission,GFX_decision_utopia_technical_mission,GFX_decision_utopia_technical_mission,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_technical_mission.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_league_category,decision_utopia_open_reserve_compact,GFX_decision_utopia_reserve_compact,GFX_decision_utopia_reserve_compact,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_reserve_compact.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_league_category,mission_utopia_reserve_compact_answer,GFX_decision_utopia_reserve_compact,GFX_decision_utopia_reserve_compact,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_reserve_compact.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_league_category,decision_utopia_invite_to_league,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
mission,utopia_manifesto_league_category,mission_utopia_league_invitation_answer,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_prove_league_not_mask,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
mission,utopia_manifesto_league_category,mission_utopia_prove_league_not_mask,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_pool_reconstruction_brigades,GFX_decision_utopia_engineer_companies,GFX_decision_utopia_engineer_companies,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_engineer_companies.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_league_category,decision_utopia_call_mutual_defense_council,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_accept_league_sponsorship,GFX_decision_utopia_league_aid_corridor,GFX_decision_utopia_league_aid_corridor,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_league_aid_corridor.dds,existing_event_015_final_family
mission,utopia_manifesto_league_category,mission_utopia_league_sponsorship_answer,GFX_decision_utopia_league_aid_corridor,GFX_decision_utopia_league_aid_corridor,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_league_aid_corridor.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_expel_exploitative_member,GFX_decision_utopia_renunciation_vote,GFX_decision_utopia_renunciation_vote,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_renunciation_vote.dds,existing_event_015_final_family
decision,utopia_manifesto_defense_category,decision_utopia_guard_the_common_stores,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
mission,utopia_manifesto_defense_category,mission_utopia_guard_the_common_stores,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
decision,utopia_manifesto_defense_category,decision_utopia_raise_a_citizen_watch,GFX_decision_utopia_citizen_watch,GFX_decision_utopia_citizen_watch,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_citizen_watch.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_defense_category,mission_utopia_raise_a_citizen_watch,GFX_decision_utopia_citizen_watch,GFX_decision_utopia_citizen_watch,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_citizen_watch.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_defense_category,decision_utopia_form_engineer_companies,GFX_decision_utopia_engineer_companies,GFX_decision_utopia_engineer_companies,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_engineer_companies.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_defense_category,mission_utopia_form_engineer_companies,GFX_decision_utopia_engineer_companies,GFX_decision_utopia_engineer_companies,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_engineer_companies.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_defense_category,decision_utopia_hire_auxiliary_contracts,GFX_decision_utopia_auxiliary_contract,GFX_decision_utopia_auxiliary_contract,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_auxiliary_contract.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_defense_category,decision_utopia_end_the_auxiliary_contract,GFX_decision_utopia_auxiliary_contract,GFX_decision_utopia_auxiliary_contract,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_auxiliary_contract.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_defense_category,mission_utopia_end_the_auxiliary_contract,GFX_decision_utopia_auxiliary_contract,GFX_decision_utopia_auxiliary_contract,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_auxiliary_contract.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_open_constitutional_correction,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_governance_category,mission_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_repeal_the_founding_charter,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_governance_category,mission_utopia_repeal_the_founding_charter,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_call_a_household_referendum,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_convene_the_calling_councils,GFX_decision_utopia_common_administration,GFX_decision_utopia_common_administration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_common_administration.dds,existing_event_015_final_family
decision,utopia_manifesto_governance_category,decision_utopia_request_a_new_forecast,GFX_decision_utopia_storehouse_audit,GFX_decision_utopia_storehouse_audit,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_storehouse_audit.dds,existing_event_015_final_family
decision,utopia_manifesto_governance_category,decision_utopia_extend_the_service_register,GFX_decision_utopia_household_census,GFX_decision_utopia_household_census,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_census.dds,existing_event_015_final_family
decision,utopia_manifesto_governance_category,decision_utopia_add_a_sunset_clause,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_publish_corrected_tenure_tables,GFX_decision_utopia_publish_accounts,GFX_decision_utopia_publish_accounts,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_publish_accounts.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_negotiate_district_appeals,GFX_decision_utopia_boundary_arbitration,GFX_decision_utopia_boundary_arbitration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_boundary_arbitration.dds,existing_event_015_final_family
decision,utopia_manifesto_formation_category,decision_utopia_prove_the_commonwealth,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
mission,utopia_manifesto_formation_category,mission_utopia_prove_the_commonwealth,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
decision,utopia_manifesto_formation_category,decision_utopia_proclaim_the_commonwealth,GFX_decision_utopia_formation_proclamation,GFX_decision_utopia_formation_proclamation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_formation_proclamation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_formation_category,decision_utopia_integrate_post_formation_institutions,GFX_decision_utopia_long_integration,GFX_decision_utopia_long_integration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_long_integration.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_formation_category,decision_utopia_reinforce_post_formation_defense,GFX_decision_utopia_citizen_watch,GFX_decision_utopia_citizen_watch,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_citizen_watch.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_formation_category,decision_utopia_refresh_post_formation_charters,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_governance_category,decision_utopia_hold_open_interpretation_audit,GFX_decision_utopia_publish_accounts,GFX_decision_utopia_publish_accounts,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_publish_accounts.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_consolidate_chartered_schools,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_governance_category,decision_utopia_police_censored_margins,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
mission,utopia_manifesto_governance_category,mission_utopia_evolution_policy_obligation,GFX_decision_utopia_constitutional_correction,GFX_decision_utopia_constitutional_correction,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_constitutional_correction.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_fund_domestic_repairs,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_bind_peaceful_case_order,GFX_decision_utopia_boundary_arbitration,GFX_decision_utopia_boundary_arbitration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_boundary_arbitration.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_invoke_shores_emergency_warrant,GFX_decision_utopia_ultimatum,GFX_decision_utopia_ultimatum,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_ultimatum.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_renew_local_charters,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_coordinate_linked_standard,GFX_decision_utopia_technical_mission,GFX_decision_utopia_technical_mission,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_technical_mission.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_open_foreign_municipal_circle,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_ratify_plural_league_law,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_honor_sponsored_law,GFX_decision_utopia_league_aid_corridor,GFX_decision_utopia_league_aid_corridor,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_league_aid_corridor.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_broadcast_route_law,GFX_decision_utopia_send_magistrates,GFX_decision_utopia_send_magistrates,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_send_magistrates.dds,existing_event_015_final_family
decision,utopia_manifesto_island_category,decision_utopia_provision_refuge_network,GFX_decision_utopia_common_harbor,GFX_decision_utopia_common_harbor,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_common_harbor.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_stock_bounded_self_sufficiency,GFX_decision_utopia_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_seasonal_reserve.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_enforce_closed_order,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
mission,utopia_manifesto_ledger_category,mission_utopia_prefire_perfect_store_deadline,GFX_decision_utopia_common_storehouse,GFX_decision_utopia_common_storehouse,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_common_storehouse.dds,existing_event_015_final_family
mission,utopia_manifesto_ledger_category,mission_utopia_prefire_perfect_island_deadline,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_prefire_domestic_shore_repair,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_necessary_ground_category,mission_utopia_prefire_domestic_shore_repair,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
