family	variant	asset_stem	source_mode	source_sheet	source_crop	processed_82x52	processed_41x26	processed_10x7	live_tga_82x52	live_tga_41x26	live_tga_10x7	format_contract	prompt_ledger	status
CBH	democratic	CBH_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBH_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBH_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBH_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBH_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBH_democratic.png	gfx/flags/CBH_democratic.tga	gfx/flags/medium/CBH_democratic.tga	gfx/flags/small/CBH_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBH	fascism	CBH_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBH_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBH_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBH_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBH_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBH_fascism.png	gfx/flags/CBH_fascism.tga	gfx/flags/medium/CBH_fascism.tga	gfx/flags/small/CBH_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBH	neutrality	CBH_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBH_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBH_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBH_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBH_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBH_neutrality.png	gfx/flags/CBH_neutrality.tga	gfx/flags/medium/CBH_neutrality.tga	gfx/flags/small/CBH_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL	base	CBL	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL.png	gfx/flags/CBL.tga	gfx/flags/medium/CBL.tga	gfx/flags/small/CBL.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL	communism	CBL_communism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_communism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_communism.png	gfx/flags/CBL_communism.tga	gfx/flags/medium/CBL_communism.tga	gfx/flags/small/CBL_communism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL	democratic	CBL_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_democratic.png	gfx/flags/CBL_democratic.tga	gfx/flags/medium/CBL_democratic.tga	gfx/flags/small/CBL_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL	fascism	CBL_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_fascism.png	gfx/flags/CBL_fascism.tga	gfx/flags/medium/CBL_fascism.tga	gfx/flags/small/CBL_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL	neutrality	CBL_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_neutrality.png	gfx/flags/CBL_neutrality.tga	gfx/flags/medium/CBL_neutrality.tga	gfx/flags/small/CBL_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_CENTRAL_COMMAND	base	CBL_CENTRAL_COMMAND	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_CENTRAL_COMMAND_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_CENTRAL_COMMAND_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_CENTRAL_COMMAND.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_CENTRAL_COMMAND.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_CENTRAL_COMMAND.png	gfx/flags/CBL_CENTRAL_COMMAND.tga	gfx/flags/medium/CBL_CENTRAL_COMMAND.tga	gfx/flags/small/CBL_CENTRAL_COMMAND.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_CENTRAL_COMMAND	communism	CBL_CENTRAL_COMMAND_communism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_CENTRAL_COMMAND_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_CENTRAL_COMMAND_communism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_CENTRAL_COMMAND_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_CENTRAL_COMMAND_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_CENTRAL_COMMAND_communism.png	gfx/flags/CBL_CENTRAL_COMMAND_communism.tga	gfx/flags/medium/CBL_CENTRAL_COMMAND_communism.tga	gfx/flags/small/CBL_CENTRAL_COMMAND_communism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_CENTRAL_COMMAND	democratic	CBL_CENTRAL_COMMAND_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_CENTRAL_COMMAND_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_CENTRAL_COMMAND_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_CENTRAL_COMMAND_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_CENTRAL_COMMAND_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_CENTRAL_COMMAND_democratic.png	gfx/flags/CBL_CENTRAL_COMMAND_democratic.tga	gfx/flags/medium/CBL_CENTRAL_COMMAND_democratic.tga	gfx/flags/small/CBL_CENTRAL_COMMAND_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_CENTRAL_COMMAND	fascism	CBL_CENTRAL_COMMAND_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_CENTRAL_COMMAND_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_CENTRAL_COMMAND_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_CENTRAL_COMMAND_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_CENTRAL_COMMAND_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_CENTRAL_COMMAND_fascism.png	gfx/flags/CBL_CENTRAL_COMMAND_fascism.tga	gfx/flags/medium/CBL_CENTRAL_COMMAND_fascism.tga	gfx/flags/small/CBL_CENTRAL_COMMAND_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_CENTRAL_COMMAND	neutrality	CBL_CENTRAL_COMMAND_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_CENTRAL_COMMAND_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_CENTRAL_COMMAND_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_CENTRAL_COMMAND_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_CENTRAL_COMMAND_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_CENTRAL_COMMAND_neutrality.png	gfx/flags/CBL_CENTRAL_COMMAND_neutrality.tga	gfx/flags/medium/CBL_CENTRAL_COMMAND_neutrality.tga	gfx/flags/small/CBL_CENTRAL_COMMAND_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_HOST_CONFEDERATION	base	CBL_HOST_CONFEDERATION	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_HOST_CONFEDERATION_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_HOST_CONFEDERATION_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_HOST_CONFEDERATION.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_HOST_CONFEDERATION.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_HOST_CONFEDERATION.png	gfx/flags/CBL_HOST_CONFEDERATION.tga	gfx/flags/medium/CBL_HOST_CONFEDERATION.tga	gfx/flags/small/CBL_HOST_CONFEDERATION.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_HOST_CONFEDERATION	communism	CBL_HOST_CONFEDERATION_communism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_HOST_CONFEDERATION_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_HOST_CONFEDERATION_communism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_HOST_CONFEDERATION_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_HOST_CONFEDERATION_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_HOST_CONFEDERATION_communism.png	gfx/flags/CBL_HOST_CONFEDERATION_communism.tga	gfx/flags/medium/CBL_HOST_CONFEDERATION_communism.tga	gfx/flags/small/CBL_HOST_CONFEDERATION_communism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_HOST_CONFEDERATION	democratic	CBL_HOST_CONFEDERATION_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_HOST_CONFEDERATION_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_HOST_CONFEDERATION_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_HOST_CONFEDERATION_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_HOST_CONFEDERATION_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_HOST_CONFEDERATION_democratic.png	gfx/flags/CBL_HOST_CONFEDERATION_democratic.tga	gfx/flags/medium/CBL_HOST_CONFEDERATION_democratic.tga	gfx/flags/small/CBL_HOST_CONFEDERATION_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_HOST_CONFEDERATION	fascism	CBL_HOST_CONFEDERATION_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_HOST_CONFEDERATION_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_HOST_CONFEDERATION_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_HOST_CONFEDERATION_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_HOST_CONFEDERATION_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_HOST_CONFEDERATION_fascism.png	gfx/flags/CBL_HOST_CONFEDERATION_fascism.tga	gfx/flags/medium/CBL_HOST_CONFEDERATION_fascism.tga	gfx/flags/small/CBL_HOST_CONFEDERATION_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_HOST_CONFEDERATION	neutrality	CBL_HOST_CONFEDERATION_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_HOST_CONFEDERATION_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_HOST_CONFEDERATION_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_HOST_CONFEDERATION_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_HOST_CONFEDERATION_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_HOST_CONFEDERATION_neutrality.png	gfx/flags/CBL_HOST_CONFEDERATION_neutrality.tga	gfx/flags/medium/CBL_HOST_CONFEDERATION_neutrality.tga	gfx/flags/small/CBL_HOST_CONFEDERATION_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_RITUAL_STATE	base	CBL_RITUAL_STATE	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_RITUAL_STATE_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_RITUAL_STATE_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_RITUAL_STATE.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_RITUAL_STATE.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_RITUAL_STATE.png	gfx/flags/CBL_RITUAL_STATE.tga	gfx/flags/medium/CBL_RITUAL_STATE.tga	gfx/flags/small/CBL_RITUAL_STATE.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_RITUAL_STATE	communism	CBL_RITUAL_STATE_communism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_RITUAL_STATE_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_RITUAL_STATE_communism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_RITUAL_STATE_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_RITUAL_STATE_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_RITUAL_STATE_communism.png	gfx/flags/CBL_RITUAL_STATE_communism.tga	gfx/flags/medium/CBL_RITUAL_STATE_communism.tga	gfx/flags/small/CBL_RITUAL_STATE_communism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_RITUAL_STATE	democratic	CBL_RITUAL_STATE_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_RITUAL_STATE_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_RITUAL_STATE_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_RITUAL_STATE_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_RITUAL_STATE_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_RITUAL_STATE_democratic.png	gfx/flags/CBL_RITUAL_STATE_democratic.tga	gfx/flags/medium/CBL_RITUAL_STATE_democratic.tga	gfx/flags/small/CBL_RITUAL_STATE_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_RITUAL_STATE	fascism	CBL_RITUAL_STATE_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_RITUAL_STATE_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_RITUAL_STATE_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_RITUAL_STATE_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_RITUAL_STATE_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_RITUAL_STATE_fascism.png	gfx/flags/CBL_RITUAL_STATE_fascism.tga	gfx/flags/medium/CBL_RITUAL_STATE_fascism.tga	gfx/flags/small/CBL_RITUAL_STATE_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
CBL_RITUAL_STATE	neutrality	CBL_RITUAL_STATE_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/CBL_RITUAL_STATE_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/CBL_RITUAL_STATE_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/CBL_RITUAL_STATE_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/CBL_RITUAL_STATE_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/CBL_RITUAL_STATE_neutrality.png	gfx/flags/CBL_RITUAL_STATE_neutrality.tga	gfx/flags/medium/CBL_RITUAL_STATE_neutrality.tga	gfx/flags/small/CBL_RITUAL_STATE_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
ZZZ_CANNIBALISM_HANNIBAL	base	ZZZ_CANNIBALISM_HANNIBAL	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/ZZZ_CANNIBALISM_HANNIBAL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/ZZZ_CANNIBALISM_HANNIBAL_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/ZZZ_CANNIBALISM_HANNIBAL.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/ZZZ_CANNIBALISM_HANNIBAL.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/ZZZ_CANNIBALISM_HANNIBAL.png	gfx/flags/ZZZ_CANNIBALISM_HANNIBAL.tga	gfx/flags/medium/ZZZ_CANNIBALISM_HANNIBAL.tga	gfx/flags/small/ZZZ_CANNIBALISM_HANNIBAL.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
ZZZ_CANNIBALISM_HANNIBAL	communism	ZZZ_CANNIBALISM_HANNIBAL_communism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/ZZZ_CANNIBALISM_HANNIBAL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/ZZZ_CANNIBALISM_HANNIBAL_communism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/ZZZ_CANNIBALISM_HANNIBAL_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/ZZZ_CANNIBALISM_HANNIBAL_communism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/ZZZ_CANNIBALISM_HANNIBAL_communism.png	gfx/flags/ZZZ_CANNIBALISM_HANNIBAL_communism.tga	gfx/flags/medium/ZZZ_CANNIBALISM_HANNIBAL_communism.tga	gfx/flags/small/ZZZ_CANNIBALISM_HANNIBAL_communism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
ZZZ_CANNIBALISM_HANNIBAL	democratic	ZZZ_CANNIBALISM_HANNIBAL_democratic	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/ZZZ_CANNIBALISM_HANNIBAL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/ZZZ_CANNIBALISM_HANNIBAL_democratic_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/ZZZ_CANNIBALISM_HANNIBAL_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/ZZZ_CANNIBALISM_HANNIBAL_democratic.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/ZZZ_CANNIBALISM_HANNIBAL_democratic.png	gfx/flags/ZZZ_CANNIBALISM_HANNIBAL_democratic.tga	gfx/flags/medium/ZZZ_CANNIBALISM_HANNIBAL_democratic.tga	gfx/flags/small/ZZZ_CANNIBALISM_HANNIBAL_democratic.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
ZZZ_CANNIBALISM_HANNIBAL	fascism	ZZZ_CANNIBALISM_HANNIBAL_fascism	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/ZZZ_CANNIBALISM_HANNIBAL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/ZZZ_CANNIBALISM_HANNIBAL_fascism_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/ZZZ_CANNIBALISM_HANNIBAL_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/ZZZ_CANNIBALISM_HANNIBAL_fascism.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/ZZZ_CANNIBALISM_HANNIBAL_fascism.png	gfx/flags/ZZZ_CANNIBALISM_HANNIBAL_fascism.tga	gfx/flags/medium/ZZZ_CANNIBALISM_HANNIBAL_fascism.tga	gfx/flags/small/ZZZ_CANNIBALISM_HANNIBAL_fascism.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
ZZZ_CANNIBALISM_HANNIBAL	neutrality	ZZZ_CANNIBALISM_HANNIBAL_neutrality	built-in image_gen fictional source-sheet crop	docs/assets/014_cannibalism/flags_imagegen/source_sheets/ZZZ_CANNIBALISM_HANNIBAL_source_sheet.png	docs/assets/014_cannibalism/flags_imagegen/source_crops/ZZZ_CANNIBALISM_HANNIBAL_neutrality_source_crop.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/82x52/ZZZ_CANNIBALISM_HANNIBAL_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/41x26/ZZZ_CANNIBALISM_HANNIBAL_neutrality.png	docs/assets/014_cannibalism/flags_imagegen/processed_png/10x7/ZZZ_CANNIBALISM_HANNIBAL_neutrality.png	gfx/flags/ZZZ_CANNIBALISM_HANNIBAL_neutrality.tga	gfx/flags/medium/ZZZ_CANNIBALISM_HANNIBAL_neutrality.tga	gfx/flags/small/ZZZ_CANNIBALISM_HANNIBAL_neutrality.tga	uncompressed 32-bit RGBA TGA; bottom-left origin; opaque alpha	docs/assets/014_cannibalism/flags_imagegen/prompts/imagegen_prompt_ledger.md	complete
