runtime_texture	ownership	dimensions	normalized_rgba_sha256	file_sha256	decode_status
decision_cannibalism_unified_recruit_march_predation_column.dds	owned_rows_10_24	32x32	454082f79c2a6098b1841c11b9069f84e2fab29580026476155d37a1714f9c40	568c84be6cb7fac2b78663b3e4bf74241dbbe9c75425e888674542ce3ec64e48	decoded
decision_cannibalism_unified_recruit_siege_eaters.dds	owned_rows_10_24	32x32	5450a4980cf0693fecd9a4ca8a282ceb101e628dabdbe8a7e7ead99e6206ad57	75cbb8594f90d482570ec1ea96e01c48f764dc9bdc3ab22c0597ead42491ed32	decoded
decision_cannibalism_unified_seed_major_enemy_army.dds	existing_other	32x32	031f70794c4fdc3f3d3b855d57f62fc5eb12856e0d09baa1c71a9320195a3d9c	a277c9c76b7de36a838a62cd5b6a301f66646694f27a96c9ef20a7057748d248	decoded
decision_cannibalism_unified_surge_cannibal_legion.dds	owned_rows_10_24	32x32	b8ec682cfd0f517e05a144ac33e7808d9bb092d47a9399600b7730e6a31f1e26	a6ce5913e85c9046c49bcb9bac292e6885b24e7bdb97a87e594814743c3dae49	decoded
decision_cannibalism_unified_terminal_consume_controlled_state.dds	existing_other	32x32	2e0d5d1cf70dd79bced7c601ab851e4339648ed570fd1dbc9181df63e8729172	2bd346855a389dcb295aaf8ac46813cfb48304d7cbf9a66faaaba0e5a40d6077	decoded
decision_cannibalism_unified_war_machine_mission.dds	existing_other	32x32	47941e26b67a0b404948ccec9093046b66aa0bb7b19fea76ca0294d530bb8386	397b9fd44838a52a05375b55fa4ec2b1455907fe5b27ff9d9a9cc50d53d309cf	decoded
decision_cannibalism_wendigo_launch_terminal_hunt.dds	existing_other	32x32	8a4bc3e50723ef41379f3fcc51ef6f148e8c44c3216037bf08dff849f8e7eecc	8dba4ad38bd7a42f1ce8a055f6c0d6f6db33bda56c7552066caa4d72bc837b01	decoded
decision_cannibalism_wendigo_press_terminal_hunt.dds	existing_other	32x32	a34ca3caf1f3172dd05fe678a43fdb08f33918afc6dcb6e432c016189c052713	000e8fa90d072131c2572da1e5343124cbc6df24339dd04524ecc74af3b34222	decoded
decision_cannibalism_wendigo_terminal_hunt_mission.dds	existing_other	32x32	c7dd0d53f139f037a30811639f85b97a1ed6746cc687d4ad3f5e8f903fda26fc	19b32fea409e55057dd95dada4867d8a2bc08867111cd3ff3e42df28ff7a41c8	decoded
decision_category_cannibalism_achievement_tracker.dds	existing_other	32x32	8f57b8f06d6704a16909bba378084dcad6318be017a718cc64b81136641b001a	dc40b0225f3a2cc3925aec1f8b3e55f46a75301521972bd9179884b40180db88	decoded
decision_category_cannibalism_containment.dds	existing_other	32x32	153b4c5890ee5b355dabd44686c74439a567e97d6297223e7bb807ecf67fe765	711a75377a167571ba41dfd534d06f2e6b624c53eb82cc9ffae6eb04a2918a63	decoded
decision_category_cannibalism_international_response.dds	existing_other	32x32	feb9a5ddcc3c878447f1f9180c12d9a7d367ec9270b8cc104c62eb2d189bd711	12a362c231b7c21be018ff138f7377911dc4f3671cffe8b7b9aefa0ced348a15	decoded
decision_category_cannibalism_network_alerts.dds	existing_other	32x32	d323cc4884e7dce249e3181e52e461d4d85ef3291a9775949fb4cfe483742cca	5f45f3022d4f0a0dd673d67096b2913dabfb1fd0ffb5ddc02bd716e17967b4a0	decoded
decision_category_cannibalism_reconstruction.dds	existing_other	32x32	cfebfb50865af78ef42f4b8345338797bdffe6aa5524b475eb2c66604d9eb3f6	b0c29a042ffa558cb495de679f2a3411955d570d2ba3633d34e58389ee795dad	decoded
decision_category_cannibalism_unified_command.dds	existing_other	32x32	4e17b97ec9a2612e1bda2c575431f6e510701cee2dae0f14ecce0b8c8ea6023b	7bc13379a4a72862e7fc62dc8d53ad070050569dae38a5fdbd9bf171bc9ad42d	decoded
decision_category_cannibalism_unified_global_campaign.dds	existing_other	32x32	4e73c97df9c5452be29da5f85c6f6006d79179596cb0f6589b8210b2cff7ec39	be7ca58bc8e10eb4ed65cf5a2041842c55c64aa4895381c8cb93c1b31d779c36	decoded
decision_category_cannibalism_unified_larder.dds	existing_other	32x32	4910bf319fbaabb803fb78efc4d746919578dbe34917315df6fb3556d8ba8434	ffcef9803d5956f1e90aac0ee291655c825b8ce64b9ae606ca81446b011b350e	decoded
decision_category_cannibalism_unified_war_machine.dds	existing_other	32x32	54ac487c0b656d8ec7dcce9268550de57cf09036691423c66af6749b5cfa8220	b8821eeb4b267d26c577f3e10516e4ac0c0878f788da1639e46da3b698d58a4c	decoded
decision_category_cannibalism_unified_world_end.dds	existing_other	32x32	3515de7d5a92b77a6c8f1da59b821ae33f018b5f3623fda0ec14a97e8d5711f6	15fb7199f536a5d66ef54ae0c9a939af464888e6caad135fffa21e682fea1289	decoded
decision_category_cannibalism_warlord_command.dds	existing_other	32x32	1ad1c9570c65365bbed96cd81804c602339107385dc96a7cd55997e9191332ad	bcc2fca4f09ed0a46a615749f142bc96046f4dc987752d48e7e52fe5000b9e5c	decoded
decision_category_cannibalism_wendigo_command.dds	existing_other	32x32	a900524bd25ee9575b39ad79cdaa22f76bf636be5579eb648726a3868385007d	d70ec1f1fac504860ea0dc08c30f536f1f2d4fc36cdcc17da75fb38972568b55	decoded
decision_category_cannibalism_wendigo_counterwar.dds	existing_other	32x32	99a0cdaf1e949734beaa70a50fb062b5c1fe27b34d21dee4b0eaceb6f81787bf	7844188b04e98ecad52892a3dffa5524afbe0f3e443e32522b266310edf45e47	decoded
